地名,センター,燃やせるごみ・スプレー缶,枝・葉・草,燃やせないごみ,容器プラ,雑がみ,びん・缶・ペット
南区(7) 南沢1条3丁目20番、21番,札幌センター1,金 火,20230914 20231012 20231109 20231207 20240502 20240530 20240627 20240725 20240822 20240919,20230928 20231026 20231123 20231221 20240125 20240222 20240321 20240418 20240516 20240613 20240711 20240808 20240905,水,20230907 20230921 20231005 20231019 20231102 20231116 20231130 20231214 20231228 20240118 20240201 20240215 20240229 20240314 20240328 20240411 20240425 20240509 20240523 20240606 20240620 20240704 20240718 20240801 20240815 20240829 20240912 20240926,月
南区(7) 石山1条1丁目（12番6号パレス藻南公園のみ）,札幌センター1,金 火,20230914 20231012 20231109 20231207 20240502 20240530 20240627 20240725 20240822 20240919,20230928 20231026 20231123 20231221 20240125 20240222 20240321 20240418 20240516 20240613 20240711 20240808 20240905,水,20230907 20230921 20231005 20231019 20231102 20231116 20231130 20231214 20231228 20240118 20240201 20240215 20240229 20240314 20240328 20240411 20240425 20240509 20240523 20240606 20240620 20240704 20240718 20240801 20240815 20240829 20240912 20240926,月
西区(1) 琴似○条○丁目,札幌センター1,月 木,20230915 20231013 20231110 20231208 20240503 20240531 20240628 20240726 20240823 20240920,20230901 20230929 20231027 20231124 20231222 20240126 20240223 20240322 20240419 20240517 20240614 20240712 20240809 20240906,火,20230908 20230922 20231006 20231020 20231103 20231117 20231201 20231215 20231229 20240119 20240202 20240216 20240301 20240315 20240329 20240412 20240426 20240510 20240524 20240607 20240621 20240705 20240719 20240802 20240816 20240830 20240913 20240927,水
西区(1) 二十四軒○条○丁目,札幌センター1,月 木,20230915 20231013 20231110 20231208 20240503 20240531 20240628 20240726 20240823 20240920,20230901 20230929 20231027 20231124 20231222 20240126 20240223 20240322 20240419 20240517 20240614 20240712 20240809 20240906,火,20230908 20230922 20231006 20231020 20231103 20231117 20231201 20231215 20231229 20240119 20240202 20240216 20240301 20240315 20240329 20240412 20240426 20240510 20240524 20240607 20240621 20240705 20240719 20240802 20240816 20240830 20240913 20240927,水
西区(1) 発寒○条○丁目,札幌センター1,月 木,20230915 20231013 20231110 20231208 20240503 20240531 20240628 20240726 20240823 20240920,20230901 20230929 20231027 20231124 20231222 20240126 20240223 20240322 20240419 20240517 20240614 20240712 20240809 20240906,火,20230908 20230922 20231006 20231020 20231103 20231117 20231201 20231215 20231229 20240119 20240202 20240216 20240301 20240315 20240329 20240412 20240426 20240510 20240524 20240607 20240621 20240705 20240719 20240802 20240816 20240830 20240913 20240927,水
西区(2) 山の手○条○丁目、○番地,札幌センター1,月 木,20230912 20231010 20231107 20231205 20240528 20240625 20240723 20240820 20240917,20230926 20231024 20231121 20231219 20240123 20240220 20240319 20240416 20240514 20240611 20240709 20240806 20240903,水,20230905 20230919 20231003 20231017 20231031 20231114 20231128 20231212 20231226 20240116 20240130 20240213 20240227 20240312 20240326 20240409 20240423 20240507 20240521 20240604 20240618 20240702 20240716 20240730 20240813 20240827 20240910 20240924,金
西区(2) 西野6条～14条の○丁目,札幌センター1,月 木,20230912 20231010 20231107 20231205 20240528 20240625 20240723 20240820 20240917,20230926 20231024 20231121 20231219 20240123 20240220 20240319 20240416 20240514 20240611 20240709 20240806 20240903,水,20230905 20230919 20231003 20231017 20231031 20231114 20231128 20231212 20231226 20240116 20240130 20240213 20240227 20240312 20240326 20240409 20240423 20240507 20240521 20240604 20240618 20240702 20240716 20240730 20240813 20240827 20240910 20240924,金
西区(2) 西野○番地（西野290番地を除く）,札幌センター1,月 木,20230912 20231010 20231107 20231205 20240528 20240625 20240723 20240820 20240917,20230926 20231024 20231121 20231219 20240123 20240220 20240319 20240416 20240514 20240611 20240709 20240806 20240903,水,20230905 20230919 20231003 20231017 20231031 20231114 20231128 20231212 20231226 20240116 20240130 20240213 20240227 20240312 20240326 20240409 20240423 20240507 20240521 20240604 20240618 20240702 20240716 20240730 20240813 20240827 20240910 20240924,金
西区(2) 平和○条○丁目、○番地,札幌センター1,月 木,20230912 20231010 20231107 20231205 20240528 20240625 20240723 20240820 20240917,20230926 20231024 20231121 20231219 20240123 20240220 20240319 20240416 20240514 20240611 20240709 20240806 20240903,水,20230905 20230919 20231003 20231017 20231031 20231114 20231128 20231212 20231226 20240116 20240130 20240213 20240227 20240312 20240326 20240409 20240423 20240507 20240521 20240604 20240618 20240702 20240716 20240730 20240813 20240827 20240910 20240924,金
西区(2) 福井○丁目、○番地,札幌センター1,月 木,20230912 20231010 20231107 20231205 20240528 20240625 20240723 20240820 20240917,20230926 20231024 20231121 20231219 20240123 20240220 20240319 20240416 20240514 20240611 20240709 20240806 20240903,水,20230905 20230919 20231003 20231017 20231031 20231114 20231128 20231212 20231226 20240116 20240130 20240213 20240227 20240312 20240326 20240409 20240423 20240507 20240521 20240604 20240618 20240702 20240716 20240730 20240813 20240827 20240910 20240924,金
西区(2) 小別沢○番地,札幌センター1,月 木,20230912 20231010 20231107 20231205 20240528 20240625 20240723 20240820 20240917,20230926 20231024 20231121 20231219 20240123 20240220 20240319 20240416 20240514 20240611 20240709 20240806 20240903,水,20230905 20230919 20231003 20231017 20231031 20231114 20231128 20231212 20231226 20240116 20240130 20240213 20240227 20240312 20240326 20240409 20240423 20240507 20240521 20240604 20240618 20240702 20240716 20240730 20240813 20240827 20240910 20240924,金
西区(3) 西野1条～5条の○丁目（西野290番地）,札幌センター1,月 木,20230913 20231011 20231108 20231206 20240501 20240529 20240626 20240724 20240821 20240918,20230927 20231025 20231122 20231220 20240124 20240221 20240320 20240417 20240515 20240612 20240710 20240807 20240904,金,20230906 20230920 20231004 20231018 20231101 20231115 20231129 20231213 20231227 20240117 20240131 20240214 20240228 20240313 20240327 20240410 20240424 20240508 20240522 20240605 20240619 20240703 20240717 20240731 20240814 20240828 20240911 20240925,火
西区(3) 西町北○丁目、南○丁目,札幌センター1,月 木,20230913 20231011 20231108 20231206 20240501 20240529 20240626 20240724 20240821 20240918,20230927 20231025 20231122 20231220 20240124 20240221 20240320 20240417 20240515 20240612 20240710 20240807 20240904,金,20230906 20230920 20231004 20231018 20231101 20231115 20231129 20231213 20231227 20240117 20240131 20240214 20240228 20240313 20240327 20240410 20240424 20240508 20240522 20240605 20240619 20240703 20240717 20240731 20240814 20240828 20240911 20240925,火
西区(3) 宮の沢○条○丁目、○番地,札幌センター1,月 木,20230913 20231011 20231108 20231206 20240501 20240529 20240626 20240724 20240821 20240918,20230927 20231025 20231122 20231220 20240124 20240221 20240320 20240417 20240515 20240612 20240710 20240807 20240904,金,20230906 20230920 20231004 20231018 20231101 20231115 20231129 20231213 20231227 20240117 20240131 20240214 20240228 20240313 20240327 20240410 20240424 20240508 20240522 20240605 20240619 20240703 20240717 20240731 20240814 20240828 20240911 20240925,火
西区(4) 八軒○条西○丁目,札幌センター1,金 火,20230913 20231011 20231108 20231206 20240501 20240529 20240626 20240724 20240821 20240918,20230927 20231025 20231122 20231220 20240124 20240221 20240320 20240417 20240515 20240612 20240710 20240807 20240904,月,20230906 20230920 20231004 20231018 20231101 20231115 20231129 20231213 20231227 20240117 20240131 20240214 20240228 20240313 20240327 20240410 20240424 20240508 20240522 20240605 20240619 20240703 20240717 20240731 20240814 20240828 20240911 20240925,木
西区(4) 八軒○条東○丁目,札幌センター1,金 火,20230913 20231011 20231108 20231206 20240501 20240529 20240626 20240724 20240821 20240918,20230927 20231025 20231122 20231220 20240124 20240221 20240320 20240417 20240515 20240612 20240710 20240807 20240904,月,20230906 20230920 20231004 20231018 20231101 20231115 20231129 20231213 20231227 20240117 20240131 20240214 20240228 20240313 20240327 20240410 20240424 20240508 20240522 20240605 20240619 20240703 20240717 20240731 20240814 20240828 20240911 20240925,木
手稲区(1) 西宮の沢○条○丁目,札幌センター1,金 火,20230914 20231012 20231109 20231207 20240502 20240530 20240627 20240725 20240822 20240919,20230928 20231026 20231123 20231221 20240125 20240222 20240321 20240418 20240516 20240613 20240711 20240808 20240905,水,20230907 20230921 20231005 20231019 20231102 20231116 20231130 20231214 20231228 20240118 20240201 20240215 20240229 20240314 20240328 20240411 20240425 20240509 20240523 20240606 20240620 20240704 20240718 20240801 20240815 20240829 20240912 20240926,月
手稲区(1) 富丘○条○丁目,札幌センター1,金 火,20230914 20231012 20231109 20231207 20240502 20240530 20240627 20240725 20240822 20240919,20230928 20231026 20231123 20231221 20240125 20240222 20240321 20240418 20240516 20240613 20240711 20240808 20240905,水,20230907 20230921 20231005 20231019 20231102 20231116 20231130 20231214 20231228 20240118 20240201 20240215 20240229 20240314 20240328 20240411 20240425 20240509 20240523 20240606 20240620 20240704 20240718 20240801 20240815 20240829 20240912 20240926,月
手稲区(1) 手稲本町○条○丁目,札幌センター1,金 火,20230914 20231012 20231109 20231207 20240502 20240530 20240627 20240725 20240822 20240919,20230928 20231026 20231123 20231221 20240125 20240222 20240321 20240418 20240516 20240613 20240711 20240808 20240905,水,20230907 20230921 20231005 20231019 20231102 20231116 20231130 20231214 20231228 20240118 20240201 20240215 20240229 20240314 20240328 20240411 20240425 20240509 20240523 20240606 20240620 20240704 20240718 20240801 20240815 20240829 20240912 20240926,月
手稲区(1) 手稲本町○番地,札幌センター1,金 火,20230914 20231012 20231109 20231207 20240502 20240530 20240627 20240725 20240822 20240919,20230928 20231026 20231123 20231221 20240125 20240222 20240321 20240418 20240516 20240613 20240711 20240808 20240905,水,20230907 20230921 20231005 20231019 20231102 20231116 20231130 20231214 20231228 20240118 20240201 20240215 20240229 20240314 20240328 20240411 20240425 20240509 20240523 20240606 20240620 20240704 20240718 20240801 20240815 20240829 20240912 20240926,月
手稲区(2) 前田○条○丁目,札幌センター1,金 火,20230911 20231009 20231106 20231204 20240527 20240624 20240722 20240819 20240916,20230925 20231023 20231120 20231218 20240122 20240219 20240318 20240415 20240513 20240610 20240708 20240805 20240902 20240930,木,20230904 20230918 20231002 20231016 20231030 20231113 20231127 20231211 20231225 20240115 20240129 20240212 20240226 20240311 20240325 20240408 20240422 20240506 20240520 20240603 20240617 20240701 20240715 20240729 20240812 20240826 20240909 20240923,水
手稲区(2) 曙○条○丁目（曙12条2丁目・曙7条3丁目（明日風側）を除く）,札幌センター1,金 火,20230911 20231009 20231106 20231204 20240527 20240624 20240722 20240819 20240916,20230925 20231023 20231120 20231218 20240122 20240219 20240318 20240415 20240513 20240610 20240708 20240805 20240902 20240930,木,20230904 20230918 20231002 20231016 20231030 20231113 20231127 20231211 20231225 20240115 20240129 20240212 20240226 20240311 20240325 20240408 20240422 20240506 20240520 20240603 20240617 20240701 20240715 20240729 20240812 20240826 20240909 20240923,水
手稲区(2) 新発寒○条○丁目,札幌センター1,金 火,20230911 20231009 20231106 20231204 20240527 20240624 20240722 20240819 20240916,20230925 20231023 20231120 20231218 20240122 20240219 20240318 20240415 20240513 20240610 20240708 20240805 20240902 20240930,木,20230904 20230918 20231002 20231016 20231030 20231113 20231127 20231211 20231225 20240115 20240129 20240212 20240226 20240311 20240325 20240408 20240422 20240506 20240520 20240603 20240617 20240701 20240715 20240729 20240812 20240826 20240909 20240923,水
手稲区(2) 手稲前田○番地,札幌センター1,金 火,20230911 20231009 20231106 20231204 20240527 20240624 20240722 20240819 20240916,20230925 20231023 20231120 20231218 20240122 20240219 20240318 20240415 20240513 20240610 20240708 20240805 20240902 20240930,木,20230904 20230918 20231002 20231016 20231030 20231113 20231127 20231211 20231225 20240115 20240129 20240212 20240226 20240311 20240325 20240408 20240422 20240506 20240520 20240603 20240617 20240701 20240715 20240729 20240812 20240826 20240909 20240923,水
手稲区(3) 稲穂○条○丁目,札幌センター1,金 火,20230913 20231011 20231108 20231206 20240501 20240529 20240626 20240724 20240821 20240918,20230927 20231025 20231122 20231220 20240124 20240221 20240320 20240417 20240515 20240612 20240710 20240807 20240904,木,20230906 20230920 20231004 20231018 20231101 20231115 20231129 20231213 20231227 20240117 20240131 20240214 20240228 20240313 20240327 20240410 20240424 20240508 20240522 20240605 20240619 20240703 20240717 20240731 20240814 20240828 20240911 20240925,月
手稲区(3) 金山○条○丁目,札幌センター1,金 火,20230913 20231011 20231108 20231206 20240501 20240529 20240626 20240724 20240821 20240918,20230927 20231025 20231122 20231220 20240124 20240221 20240320 20240417 20240515 20240612 20240710 20240807 20240904,木,20230906 20230920 20231004 20231018 20231101 20231115 20231129 20231213 20231227 20240117 20240131 20240214 20240228 20240313 20240327 20240410 20240424 20240508 20240522 20240605 20240619 20240703 20240717 20240731 20240814 20240828 20240911 20240925,月
手稲区(3) 手稲金山○番地,札幌センター1,金 火,20230913 20231011 20231108 20231206 20240501 20240529 20240626 20240724 20240821 20240918,20230927 20231025 20231122 20231220 20240124 20240221 20240320 20240417 20240515 20240612 20240710 20240807 20240904,木,20230906 20230920 20231004 20231018 20231101 20231115 20231129 20231213 20231227 20240117 20240131 20240214 20240228 20240313 20240327 20240410 20240424 20240508 20240522 20240605 20240619 20240703 20240717 20240731 20240814 20240828 20240911 20240925,月
手稲区(3) 星置○条○丁目,札幌センター1,金 火,20230913 20231011 20231108 20231206 20240501 20240529 20240626 20240724 20240821 20240918,20230927 20231025 20231122 20231220 20240124 20240221 20240320 20240417 20240515 20240612 20240710 20240807 20240904,木,20230906 20230920 20231004 20231018 20231101 20231115 20231129 20231213 20231227 20240117 20240131 20240214 20240228 20240313 20240327 20240410 20240424 20240508 20240522 20240605 20240619 20240703 20240717 20240731 20240814 20240828 20240911 20240925,月
手稲区(3) 星置南○丁目,札幌センター1,金 火,20230913 20231011 20231108 20231206 20240501 20240529 20240626 20240724 20240821 20240918,20230927 20231025 20231122 20231220 20240124 20240221 20240320 20240417 20240515 20240612 20240710 20240807 20240904,木,20230906 20230920 20231004 20231018 20231101 20231115 20231129 20231213 20231227 20240117 20240131 20240214 20240228 20240313 20240327 20240410 20240424 20240508 20240522 20240605 20240619 20240703 20240717 20240731 20240814 20240828 20240911 20240925,月
手稲区(3) 手稲山口○番地,札幌センター1,金 火,20230913 20231011 20231108 20231206 20240501 20240529 20240626 20240724 20240821 20240918,20230927 20231025 20231122 20231220 20240124 20240221 20240320 20240417 20240515 20240612 20240710 20240807 20240904,木,20230906 20230920 20231004 20231018 20231101 20231115 20231129 20231213 20231227 20240117 20240131 20240214 20240228 20240313 20240327 20240410 20240424 20240508 20240522 20240605 20240619 20240703 20240717 20240731 20240814 20240828 20240911 20240925,月
手稲区(3) 明日風○丁目,札幌センター1,金 火,20230913 20231011 20231108 20231206 20240501 20240529 20240626 20240724 20240821 20240918,20230927 20231025 20231122 20231220 20240124 20240221 20240320 20240417 20240515 20240612 20240710 20240807 20240904,木,20230906 20230920 20231004 20231018 20231101 20231115 20231129 20231213 20231227 20240117 20240131 20240214 20240228 20240313 20240327 20240410 20240424 20240508 20240522 20240605 20240619 20240703 20240717 20240731 20240814 20240828 20240911 20240925,月
手稲区(3) 曙12条2丁目・曙7条3丁目（明日風側）,札幌センター1,金 火,20230913 20231011 20231108 20231206 20240501 20240529 20240626 20240724 20240821 20240918,20230927 20231025 20231122 20231220 20240124 20240221 20240320 20240417 20240515 20240612 20240710 20240807 20240904,木,20230906 20230920 20231004 20231018 20231101 20231115 20231129 20231213 20231227 20240117 20240131 20240214 20240228 20240313 20240327 20240410 20240424 20240508 20240522 20240605 20240619 20240703 20240717 20240731 20240814 20240828 20240911 20240925,月
